Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,Distance,Att_rate
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1,Male,Healthcare Representative,Divorced,7441,1,No,12,10,3,10,8,7,7,39-48,Very nearby,0
35,No,Travel_Rarely,Sales,28,4,Life Sciences,1,2,Female,Sales Representative,Married,2430,0,No,23,6,3,5,3,4,2,29-38,very far,0
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,4,Female,Research Scientist,Married,5878,3,No,12,12,3,7,1,2,5,29-38,Very nearby,0
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3,Male,Sales Representative,Single,2644,3,Yes,21,7,2,3,2,1,2,29-38,Very nearby,0
48,No,Travel_Rarely,Sales,16,4,Life Sciences,1,3,Female,Sales Executive,Divorced,6439,8,No,14,18,3,8,7,7,7,49-58,nearby,0
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3,Male,Research Scientist,Married,2451,6,No,18,5,2,1,0,0,0,29-38,nearby,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,1,Male,Sales Executive,Married,6392,2,No,13,8,1,2,2,2,2,29-38,Very nearby,0
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,2,Male,Sales Executive,Married,9714,1,No,11,10,3,10,8,6,7,29-38,Very nearby,1
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,1,3,Male,Human Resources,Married,6077,3,No,11,10,3,6,3,1,2,39-48,nearby,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,1,4,Male,Laboratory Technician,Single,2450,1,No,19,3,3,3,0,1,2,29-38,Very nearby,0
30,No,Travel_Rarely,Sales,29,4,Technical Degree,1,3,Male,Sales Executive,Married,9250,3,No,12,9,3,4,2,1,3,29-38,very far,0
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1,Female,Laboratory Technician,Divorced,2074,1,Yes,12,1,3,1,0,0,0,29-38,Very nearby,1
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,1,3,Female,Manufacturing Director,Married,10169,0,No,16,34,3,33,7,1,9,49-58,Very nearby,1
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,3,Male,Manufacturing Director,Married,4855,4,No,11,7,3,5,2,1,4,39-48,Very nearby,1
32,No,Non-Travel,Research & Development,1,4,Technical Degree,1,4,Male,Research Scientist,Married,4087,4,No,14,9,2,6,5,1,2,29-38,Very nearby,0
48,No,Travel_Rarely,Research & Development,15,4,Other,1,3,Female,Research Scientist,Married,2367,8,No,12,10,2,8,2,7,6,49-58,nearby,0
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,1,Male,Research Scientist,Single,2972,1,No,13,1,1,1,0,0,0,29-38,Very nearby,0
55,No,Travel_Rarely,Sales,26,5,Marketing,1,3,Male,Manager,Married,19586,1,No,21,36,3,36,6,2,13,49-58,far,0
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2,Male,Research Scientist,Married,5484,9,No,17,9,2,2,2,2,1,29-38,Very nearby,0
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1,Female,Research Scientist,Married,2061,1,No,21,1,3,1,0,0,0,18-28,Very nearby,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,1,3,Male,Sales Executive,Married,9924,0,No,11,10,3,9,8,7,7,39-48,nearby,0
38,No,Travel_Rarely,Sales,16,3,Life Sciences,1,2,Female,Sales Executive,Single,4198,2,No,12,8,4,3,2,1,2,39-48,nearby,0
36,No,Travel_Rarely,Sales,1,4,Life Sciences,1,2,Female,Sales Executive,Single,6815,6,No,13,15,3,1,0,0,0,29-38,Very nearby,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,1,2,Male,Laboratory Technician,Single,4723,1,Yes,18,10,3,10,9,1,5,29-38,Very nearby,0
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,1,Female,Healthcare Representative,Single,6142,3,Yes,16,10,3,5,2,0,4,29-38,nearby,0
39,No,Travel_Rarely,Sales,6,3,Medical,1,4,Male,Sales Executive,Married,8237,2,No,11,11,3,7,6,7,6,39-48,Very nearby,0
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1,Male,Healthcare Representative,Divorced,8853,1,No,19,6,4,6,4,1,3,29-38,Very nearby,0
50,No,Travel_Rarely,Sales,9,3,Marketing,1,3,Male,Manager,Married,19331,4,Yes,16,27,3,1,0,0,0,49-58,nearby,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,4,Male,Research Scientist,Married,2073,2,No,16,4,3,2,2,2,2,18-28,nearby,0
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,1,Male,Laboratory Technician,Married,5562,3,Yes,13,9,3,3,2,0,2,29-38,Very nearby,0
42,No,Travel_Rarely,Research & Development,9,2,Other,1,4,Male,Manager,Single,19613,8,No,22,24,3,1,0,0,1,39-48,nearby,0
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,2,Male,Laboratory Technician,Married,3407,1,No,17,10,2,10,9,6,8,29-38,very far,0
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,4,Male,Healthcare Representative,Married,5063,1,No,14,8,2,8,2,7,7,29-38,nearby,0
40,No,Travel_Rarely,Sales,14,2,Life Sciences,1,4,Female,Sales Executive,Married,4639,1,No,15,5,3,5,4,1,2,39-48,nearby,0
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,4,Male,Laboratory Technician,Divorced,4876,5,No,12,8,3,6,4,0,2,39-48,very far,0
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3,Male,Laboratory Technician,Married,2690,1,No,18,1,2,1,0,0,1,29-38,Very nearby,0
46,No,Travel_Rarely,Sales,1,4,Life Sciences,1,4,Male,Manager,Single,17567,1,No,15,27,1,26,0,0,12,39-48,Very nearby,0
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1,3,Male,Laboratory Technician,Married,2408,1,Yes,17,1,3,1,1,0,0,29-38,far,1
22,No,Non-Travel,Research & Development,26,2,Other,1,2,Female,Research Scientist,Married,2814,1,Yes,14,4,2,4,2,1,3,18-28,far,0
50,No,Travel_Frequently,Research & Development,20,5,Medical,1,2,Male,Healthcare Representative,Married,11245,2,Yes,15,32,3,30,8,12,13,49-58,far,0
32,No,Travel_Rarely,Research & Development,5,4,Other,1,2,Female,Research Scientist,Married,3312,3,No,17,6,3,3,2,0,2,29-38,Very nearby,0
44,No,Travel_Rarely,Research & Development,7,3,Medical,1,2,Female,Research Director,Divorced,19049,0,Yes,14,23,2,22,7,1,10,39-48,Very nearby,0
30,No,Travel_Rarely,Research & Development,7,3,Medical,1,2,Male,Research Scientist,Married,2141,1,No,12,6,2,6,4,1,1,29-38,Very nearby,0
45,No,Travel_Rarely,Research & Development,5,5,Medical,1,3,Female,Laboratory Technician,Single,5769,1,Yes,14,10,3,10,7,1,4,39-48,Very nearby,0
45,No,Non-Travel,Sales,26,3,Marketing,1,1,Male,Sales Executive,Married,4385,1,No,15,10,3,10,7,4,5,39-48,far,0
31,No,Travel_Frequently,Sales,2,4,Other,1,4,Male,Sales Executive,Single,5332,7,No,13,10,3,5,2,0,3,29-38,Very nearby,0
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,3,Female,Manufacturing Director,Married,4663,9,Yes,12,7,3,3,2,1,1,29-38,nearby,0
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,3,Male,Manufacturing Director,Divorced,4724,1,No,13,9,3,9,7,7,2,29-38,nearby,0
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,3,Female,Laboratory Technician,Married,3211,1,No,14,10,2,9,6,1,4,49-58,far,0
39,No,Travel_Rarely,Research & Development,10,5,Medical,1,2,Male,Manufacturing Director,Married,5377,2,No,13,10,3,7,7,7,7,39-48,nearby,0
27,No,Travel_Rarely,Research & Development,19,3,Other,1,4,Male,Laboratory Technician,Divorced,4066,1,No,11,7,3,7,7,0,7,18-28,far,0
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1,2,Male,Research Scientist,Married,5208,1,No,11,16,3,16,15,1,10,29-38,far,0
28,No,Travel_Rarely,Research & Development,27,3,Medical,1,2,Female,Manufacturing Director,Divorced,4877,0,No,21,6,2,5,3,0,0,29-38,very far,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,1,3,Male,Research Scientist,Single,3117,1,No,18,3,3,2,2,2,2,18-28,Very nearby,0
18,Yes,Travel_Frequently,Sales,3,2,Medical,1,2,Female,Sales Representative,Single,1569,1,Yes,12,0,4,0,0,0,0,18-28,Very nearby,1
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1,4,Female,Manager,Married,19658,3,No,11,27,3,5,2,1,0,39-48,far,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,1,3,Male,Laboratory Technician,Divorced,3069,0,No,15,11,3,10,8,0,7,39-48,Very nearby,0
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1,Female,Manufacturing Director,Married,10435,1,No,13,18,3,18,15,14,12,39-48,nearby,0
35,No,Non-Travel,Research & Development,8,4,Life Sciences,1,3,Female,Healthcare Representative,Married,4148,1,No,12,15,3,14,11,2,9,29-38,Very nearby,0
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,3,Male,Manufacturing Director,Married,5768,3,No,17,9,2,4,3,0,2,29-38,far,0
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,1,Female,Manufacturing Director,Single,5042,0,No,13,10,1,9,2,3,8,39-48,Very nearby,0
45,No,Travel_Rarely,Research & Development,2,2,Other,1,4,Female,Manufacturing Director,Divorced,5770,1,No,19,10,3,10,7,3,9,39-48,Very nearby,0
38,No,Travel_Rarely,Research & Development,2,2,Medical,1,4,Female,Manufacturing Director,Married,7756,3,Yes,19,10,4,5,4,0,2,39-48,Very nearby,0
35,Yes,Travel_Rarely,Sales,10,3,Medical,1,4,Male,Sales Executive,Married,10306,9,No,17,15,3,13,12,6,0,29-38,nearby,1
37,No,Travel_Rarely,Research & Development,10,3,Medical,1,2,Female,Research Scientist,Married,3936,1,No,11,8,1,8,4,7,7,29-38,nearby,0
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3,Female,Manufacturing Director,Single,7945,6,Yes,15,18,2,4,2,3,3,39-48,nearby,0
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,1,Male,Human Resources,Married,5743,4,Yes,11,14,3,10,7,0,2,39-48,Very nearby,0
48,No,Travel_Frequently,Research & Development,4,5,Medical,1,3,Male,Manager,Married,15202,2,No,25,23,3,2,2,2,2,49-58,Very nearby,0
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,1,Male,Sales Executive,Divorced,5440,6,Yes,14,7,2,2,2,2,2,29-38,nearby,1
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,1,Female,Research Scientist,Single,3760,1,Yes,13,6,3,6,3,1,3,18-28,Very nearby,0
27,No,Travel_Rarely,Research & Development,8,3,Medical,1,2,Female,Research Scientist,Married,3517,7,No,17,5,3,3,2,0,2,18-28,Very nearby,0
27,No,Travel_Frequently,Research & Development,2,3,Medical,1,4,Male,Research Scientist,Single,2580,2,No,13,6,2,4,2,1,2,18-28,Very nearby,0
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1,Male,Laboratory Technician,Single,2166,3,Yes,14,10,1,4,2,0,3,39-48,Very nearby,1
29,No,Travel_Rarely,Sales,10,3,Medical,1,3,Male,Sales Executive,Single,5869,9,No,11,8,3,5,2,1,4,29-38,nearby,0
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,2,Female,Healthcare Representative,Married,8008,4,No,12,9,3,3,2,0,2,29-38,Very nearby,0
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,4,Male,Manufacturing Director,Divorced,5206,1,No,17,7,3,7,7,0,7,18-28,Very nearby,0
39,No,Travel_Rarely,Research & Development,12,3,Medical,1,4,Male,Manufacturing Director,Married,5295,4,No,21,7,3,5,4,1,0,39-48,nearby,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1,1,Female,Research Director,Married,16413,3,No,16,27,3,4,2,1,2,49-58,far,0
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1,4,Female,Research Director,Divorced,13269,5,No,15,19,3,14,11,1,11,49-58,nearby,0
20,No,Travel_Rarely,Sales,2,3,Medical,1,3,Female,Sales Representative,Single,2783,1,No,19,2,3,2,2,2,2,18-28,Very nearby,0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,4,Female,Research Scientist,Divorced,5433,1,No,12,11,3,11,8,7,9,29-38,Very nearby,0
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1,Male,Laboratory Technician,Single,2013,2,No,11,15,3,4,3,1,3,29-38,Very nearby,0
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,3,Female,Healthcare Representative,Married,13966,2,Yes,19,30,3,15,11,2,12,49-58,Very nearby,0
36,No,Non-Travel,Research & Development,1,4,Medical,1,4,Female,Manufacturing Director,Married,4374,0,No,15,4,3,3,2,1,2,29-38,Very nearby,0
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,4,Male,Healthcare Representative,Divorced,6842,6,No,20,13,3,5,4,0,4,29-38,Very nearby,0
54,No,Travel_Rarely,Research & Development,22,5,Medical,1,2,Female,Manager,Married,17426,3,No,25,36,3,10,8,4,7,49-58,far,0
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3,Male,Research Director,Married,17603,1,No,24,14,3,14,10,6,11,39-48,nearby,0
35,Yes,Travel_Frequently,Sales,12,4,Other,1,4,Male,Sales Executive,Single,4581,3,Yes,24,13,4,11,9,6,7,29-38,nearby,1
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,4,Male,Research Scientist,Married,4735,7,No,15,19,4,13,11,2,9,39-48,Very nearby,0
29,No,Travel_Rarely,Sales,5,3,Medical,1,1,Male,Sales Executive,Divorced,4187,1,Yes,13,10,2,10,0,0,9,29-38,Very nearby,0
33,No,Travel_Rarely,Sales,2,4,Medical,1,4,Male,Sales Executive,Divorced,5505,1,No,14,6,3,6,2,0,4,29-38,Very nearby,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,1,4,Male,Research Scientist,Divorced,5470,0,No,13,10,2,9,5,1,6,29-38,Very nearby,0
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,1,Female,Sales Executive,Married,5476,1,No,11,10,3,10,0,0,2,29-38,Very nearby,0
49,No,Travel_Rarely,Research & Development,16,3,Medical,1,4,Female,Laboratory Technician,Divorced,2587,4,Yes,16,17,2,2,2,2,2,49-58,nearby,0
38,No,Travel_Frequently,Research & Development,2,3,Medical,1,4,Female,Laboratory Technician,Single,2440,1,No,22,4,3,4,3,3,3,39-48,Very nearby,0
47,No,Travel_Rarely,Sales,2,4,Life Sciences,1,2,Female,Manager,Divorced,15972,6,No,14,29,3,3,2,1,2,39-48,Very nearby,0
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3,Male,Manager,Single,15379,4,No,14,23,3,8,7,0,0,49-58,Very nearby,0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,1,4,Male,Sales Executive,Single,7082,3,Yes,16,21,3,2,0,0,2,39-48,far,0
20,No,Travel_Rarely,Sales,9,1,Life Sciences,1,4,Male,Sales Representative,Single,2728,1,No,11,2,3,2,2,0,2,18-28,nearby,0
33,No,Non-Travel,Sales,16,3,Life Sciences,1,3,Female,Sales Executive,Divorced,5368,1,Yes,25,7,3,6,5,1,2,29-38,nearby,0
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,1,Male,Healthcare Representative,Married,5347,6,No,14,10,2,3,2,0,2,29-38,far,0
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,3,Female,Human Resources,Divorced,3195,4,Yes,18,8,3,2,2,2,2,39-48,Very nearby,0
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,4,Male,Laboratory Technician,Single,3989,1,Yes,11,5,3,5,4,1,2,18-28,Very nearby,1
38,No,Travel_Rarely,Research & Development,4,2,Medical,1,4,Female,Laboratory Technician,Married,3306,7,No,19,7,2,0,0,0,0,39-48,Very nearby,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,1,2,Male,Healthcare Representative,Married,7005,3,No,15,11,3,4,3,1,2,49-58,far,0
48,Yes,Travel_Frequently,Sales,7,2,Medical,1,4,Female,Sales Representative,Married,2655,2,Yes,11,19,3,9,7,7,7,49-58,Very nearby,1
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4,Male,Laboratory Technician,Single,1393,1,No,12,1,3,1,0,0,0,29-38,Very nearby,1
26,No,Non-Travel,Research & Development,7,3,Medical,1,4,Male,Laboratory Technician,Single,2570,1,No,20,7,3,7,7,5,7,18-28,Very nearby,0
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,1,Male,Research Scientist,Divorced,3537,5,No,12,8,3,4,2,1,2,49-58,far,0
34,No,Travel_Rarely,Research & Development,5,2,Medical,1,2,Male,Laboratory Technician,Married,3986,1,No,14,15,4,15,10,4,13,29-38,Very nearby,0
60,No,Travel_Rarely,Research & Development,1,4,Medical,1,3,Male,Healthcare Representative,Divorced,10883,3,No,20,19,4,1,0,0,0,59-68,Very nearby,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,1,2,Male,Laboratory Technician,Married,2028,1,No,18,14,3,14,11,2,13,29-38,far,0
37,No,Travel_Frequently,Sales,1,4,Medical,1,3,Male,Sales Executive,Divorced,9525,1,No,14,6,2,6,3,1,3,29-38,Very nearby,0
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2,Female,Research Scientist,Married,2929,1,No,12,10,3,10,9,8,7,29-38,far,0
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1,3,Male,Sales Representative,Divorced,2275,1,Yes,21,3,3,3,2,0,2,18-28,Very nearby,1
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Female,Healthcare Representative,Married,7879,1,Yes,19,9,3,8,7,6,7,39-48,Very nearby,0
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,1,Male,Research Scientist,Single,4930,0,Yes,14,6,4,5,4,1,4,29-38,Very nearby,0
43,No,Travel_Rarely,Sales,2,3,Medical,1,4,Male,Sales Executive,Married,7847,1,Yes,17,10,3,10,9,8,8,39-48,Very nearby,0
24,No,Travel_Rarely,Research & Development,9,3,Medical,1,3,Male,Research Scientist,Married,4401,1,No,16,5,3,5,3,0,4,18-28,nearby,0
41,No,Travel_Rarely,Sales,6,3,Marketing,1,4,Male,Sales Executive,Single,9241,1,No,12,10,3,10,8,8,7,39-48,Very nearby,0
29,No,Travel_Rarely,Research & Development,9,4,Medical,1,4,Female,Laboratory Technician,Married,2974,9,No,17,9,3,5,3,1,2,29-38,nearby,0
36,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3,Female,Sales Representative,Single,4502,3,No,15,17,2,13,7,6,7,29-38,Very nearby,0
45,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3,Male,Healthcare Representative,Married,10748,3,No,23,25,2,23,15,14,4,39-48,Very nearby,0
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1,4,Male,Human Resources,Married,1555,1,No,11,1,3,1,0,0,0,18-28,far,1
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,1,3,Male,Sales Executive,Married,12936,7,No,11,25,1,23,5,14,10,39-48,nearby,1
26,No,Travel_Rarely,Research & Development,17,4,Medical,1,4,Male,Laboratory Technician,Married,2305,1,No,15,3,4,3,2,0,2,18-28,nearby,0
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1,4,Female,Research Director,Single,16704,1,No,11,21,3,21,6,8,6,39-48,very far,0
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1,Male,Research Scientist,Married,3433,6,No,13,10,2,5,2,1,3,29-38,nearby,0
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2,Male,Laboratory Technician,Married,3477,1,No,14,6,4,5,2,0,3,29-38,Very nearby,0
41,No,Non-Travel,Human Resources,4,3,Human Resources,1,3,Male,Human Resources,Married,6430,6,No,19,10,3,3,2,1,2,39-48,Very nearby,0
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2,Female,Manufacturing Director,Married,6516,2,Yes,16,18,3,1,0,0,0,39-48,Very nearby,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,1,2,Male,Laboratory Technician,Divorced,3907,1,No,13,6,4,6,2,1,2,18-28,very far,0
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,3,Male,Healthcare Representative,Single,5562,6,No,14,19,3,10,7,0,9,39-48,nearby,0
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1,4,Male,Manufacturing Director,Married,6883,2,No,16,17,3,7,7,0,7,29-38,very far,0
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1,2,Male,Research Scientist,Married,2862,1,No,12,10,2,10,0,0,8,29-38,nearby,0
47,No,Non-Travel,Sales,2,4,Marketing,1,3,Male,Sales Executive,Married,4978,7,No,11,4,1,1,0,0,0,39-48,Very nearby,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,3,Male,Sales Executive,Divorced,10368,4,Yes,12,13,2,10,6,0,3,39-48,Very nearby,0
36,Yes,Travel_Rarely,Sales,13,5,Marketing,1,2,Male,Sales Executive,Divorced,6134,5,Yes,13,16,3,2,2,2,2,29-38,nearby,1
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,1,Male,Sales Executive,Single,6735,6,No,15,10,3,0,0,0,0,29-38,Very nearby,1
23,No,Travel_Rarely,Research & Development,4,1,Medical,1,3,Female,Laboratory Technician,Single,3295,1,No,13,3,1,3,2,1,2,18-28,Very nearby,0
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1,4,Female,Manufacturing Director,Single,5238,2,No,20,9,2,5,4,1,4,29-38,far,0
39,No,Non-Travel,Research & Development,1,3,Life Sciences,1,4,Male,Laboratory Technician,Married,6472,1,Yes,15,9,3,9,8,5,8,39-48,Very nearby,0
32,No,Travel_Rarely,Sales,19,3,Life Sciences,1,4,Male,Sales Executive,Married,9610,3,No,13,10,1,4,3,0,2,29-38,far,0
40,No,Travel_Rarely,Sales,7,4,Medical,1,2,Male,Manager,Single,19833,1,No,14,21,2,21,8,12,8,39-48,Very nearby,0
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1,3,Female,Human Resources,Married,9756,4,No,21,9,4,5,0,0,3,39-48,Very nearby,0
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,4,Female,Research Scientist,Single,4968,0,No,16,10,3,9,7,0,7,29-38,Very nearby,0
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,1,Male,Human Resources,Married,2145,0,No,14,3,3,2,2,2,1,18-28,nearby,0
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1,3,Female,Human Resources,Divorced,2180,6,No,11,6,2,4,2,1,2,29-38,Very nearby,1
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1,Male,Sales Executive,Married,8346,1,No,19,6,3,5,2,0,2,29-38,Very nearby,0
27,No,Travel_Rarely,Research & Development,8,3,Medical,1,3,Female,Research Scientist,Single,3445,1,No,11,6,2,6,2,1,4,18-28,Very nearby,0
29,Yes,Travel_Rarely,Sales,9,3,Marketing,1,2,Female,Sales Representative,Single,2760,1,No,13,2,3,2,2,2,2,29-38,nearby,1
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,4,Male,Healthcare Representative,Single,6294,8,Yes,12,10,4,3,2,0,2,29-38,Very nearby,0
30,No,Travel_Rarely,Sales,15,2,Marketing,1,3,Male,Sales Executive,Divorced,7140,2,No,11,12,3,7,7,1,7,29-38,nearby,0
34,No,Travel_Rarely,Research & Development,2,4,Medical,1,4,Male,Research Scientist,Married,2932,0,Yes,14,6,3,5,0,1,2,29-38,Very nearby,0
33,No,Non-Travel,Sales,2,3,Marketing,1,4,Female,Sales Executive,Single,5147,8,No,15,13,2,11,7,1,7,29-38,Very nearby,0
49,No,Travel_Rarely,Sales,11,4,Marketing,1,4,Female,Sales Executive,Single,4507,3,No,12,8,4,5,1,0,4,49-58,nearby,0
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,1,Female,Sales Executive,Single,8564,2,Yes,20,11,2,0,0,0,0,29-38,nearby,1
38,No,Travel_Frequently,Research & Development,2,2,Medical,1,3,Female,Laboratory Technician,Married,2468,4,No,14,9,2,6,1,0,5,39-48,Very nearby,0
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,1,Male,Sales Executive,Married,8161,2,No,13,10,3,1,0,0,0,29-38,nearby,1
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4,Female,Research Scientist,Divorced,2109,1,No,13,1,3,1,0,0,0,29-38,Very nearby,0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3,Male,Healthcare Representative,Married,5294,3,No,16,10,3,7,0,1,7,29-38,nearby,0
32,No,Non-Travel,Research & Development,5,4,Technical Degree,1,2,Male,Research Scientist,Single,2718,2,No,14,12,3,7,7,0,7,29-38,Very nearby,0
38,No,Travel_Rarely,Research & Development,18,3,Medical,1,2,Male,Healthcare Representative,Married,5811,3,Yes,16,15,3,1,0,1,0,39-48,far,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1,3,Male,Research Scientist,Married,2437,9,Yes,16,6,3,1,0,0,0,39-48,nearby,1
42,No,Travel_Rarely,Research & Development,12,3,Medical,1,2,Male,Laboratory Technician,Divorced,2766,8,No,22,7,2,5,3,0,4,39-48,nearby,0
55,No,Travel_Rarely,Research & Development,2,3,Medical,1,3,Male,Research Director,Married,19038,8,No,12,34,3,1,0,0,0,49-58,Very nearby,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,1,4,Male,Research Scientist,Divorced,3055,5,No,15,11,2,9,8,1,7,29-38,Very nearby,0
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3,Male,Laboratory Technician,Divorced,2289,1,No,20,5,3,5,3,0,4,39-48,nearby,0
34,No,Non-Travel,Sales,10,3,Life Sciences,1,4,Male,Sales Executive,Divorced,4001,1,Yes,14,15,3,15,14,0,7,29-38,nearby,0
53,No,Non-Travel,Research & Development,1,4,Medical,1,1,Female,Manufacturing Director,Married,12965,4,Yes,20,27,2,3,2,0,2,49-58,Very nearby,0
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1,2,Male,Human Resources,Single,3539,0,No,13,10,3,9,7,1,8,39-48,Very nearby,0
34,No,Travel_Rarely,Sales,3,2,Life Sciences,1,4,Female,Sales Executive,Single,6029,5,No,12,6,3,2,2,2,2,29-38,Very nearby,0
21,Yes,Travel_Rarely,Sales,7,1,Marketing,1,2,Male,Sales Representative,Single,2679,1,No,13,1,3,1,0,1,0,18-28,Very nearby,1
38,No,Travel_Rarely,Research & Development,6,2,Other,1,4,Female,Laboratory Technician,Married,3702,1,No,11,5,3,5,4,0,4,39-48,Very nearby,0
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,3,Female,Laboratory Technician,Married,2398,1,Yes,17,1,3,1,0,0,0,18-28,Very nearby,1
31,No,Travel_Rarely,Sales,29,4,Marketing,1,1,Female,Sales Executive,Married,5468,1,No,14,13,3,12,7,5,7,29-38,very far,0
